host,vacuum,difference_core,difference_shoulder,difference_total,aligned
6.950000000000e-01,5.169750000000e-01,2.603230777322e-05,1.141351768386e+00,1.141377800694e+00,4.211626244157e-01
6.960000000000e-01,5.155840000000e-01,2.493393967830e-05,1.117922498623e+00,1.117947432563e+00,4.217908259429e-01
6.970000000000e-01,5.141910000000e-01,2.387764731285e-05,1.094460405391e+00,1.094484283038e+00,4.224525709471e-01
6.980000000000e-01,5.127960000000e-01,2.286199165242e-05,1.070966810097e+00,1.070989672089e+00,4.231479919601e-01
6.990000000000e-01,5.113990000000e-01,2.188557651596e-05,1.047443042274e+00,1.047464927851e+00,4.238772179816e-01
7.000000000000e-01,5.100000000000e-01,2.094704750199e-05,1.023890439541e+00,1.023911386588e+00,4.246403744260e-01
7.010000000000e-01,5.085990000000e-01,2.004509094490e-05,1.000310347563e+00,1.000330392654e+00,4.254375830694e-01
7.020000000000e-01,5.071960000000e-01,1.917843289116e-05,9.767041200130e-01,9.767232984459e-01,4.262689619962e-01
7.030000000000e-01,5.057910000000e-01,1.834583809533e-05,9.530731185297e-01,9.530914643678e-01,4.271346255452e-01
7.040000000000e-01,5.043840000000e-01,1.754610903544e-05,9.294187126766e-01,9.294362587856e-01,4.280346842553e-01
7.050000000000e-01,5.029750000000e-01,1.677808494775e-05,9.057422798996e-01,9.057590579845e-01,4.289692448111e-01
7.060000000000e-01,5.015640000000e-01,1.604064088046e-05,8.820452054846e-01,8.820612461255e-01,4.299384099880e-01
7.070000000000e-01,5.001510000000e-01,1.533268676635e-05,8.583288825136e-01,8.583442152004e-01,4.309422785968e-01
7.080000000000e-01,4.987360000000e-01,1.465316651396e-05,8.345947118203e-01,8.346093649868e-01,4.319809454284e-01
7.090000000000e-01,4.973190000000e-01,1.400105711710e-05,8.108441019450e-01,8.108581030022e-01,4.330545011979e-01
7.100000000000e-01,4.959000000000e-01,1.337536778264e-05,7.870784690895e-01,7.870918444572e-01,4.341630324881e-01
7.110000000000e-01,4.944790000000e-01,1.277513907605e-05,7.632992370694e-01,7.633120122085e-01,4.353066216928e-01
7.120000000000e-01,4.930560000000e-01,1.219944208478e-05,7.395078372681e-01,7.395200367102e-01,4.364853469603e-01
7.130000000000e-01,4.916310000000e-01,1.164737759901e-05,7.157057085881e-01,7.157173559657e-01,4.376992821357e-01
7.140000000000e-01,4.902040000000e-01,1.111807530965e-05,6.918942974024e-01,6.919054154777e-01,4.389484967033e-01
7.150000000000e-01,4.887750000000e-01,1.061069302337e-05,6.680750575054e-01,6.680856681985e-01,4.402330557285e-01
7.160000000000e-01,4.873440000000e-01,1.012441589435e-05,6.442494500625e-01,6.442595744784e-01,4.415530197997e-01
7.170000000000e-01,4.859110000000e-01,9.658455672639e-06,6.204189435594e-01,6.204286020150e-01,4.429084449691e-01
7.180000000000e-01,4.844760000000e-01,9.212049968736e-06,5.965850137502e-01,5.965942258001e-01,4.442993826941e-01
7.190000000000e-01,4.830390000000e-01,8.784461534326e-06,5.727491436055e-01,5.727579280670e-01,4.457258797774e-01
7.200000000000e-01,4.816000000000e-01,8.374977558822e-06,5.489128232591e-01,5.489211982367e-01,4.471879783073e-01
7.210000000000e-01,4.801590000000e-01,7.982908981536e-06,5.250775499545e-01,5.250855328634e-01,4.486857155977e-01
7.220000000000e-01,4.787160000000e-01,7.607589819239e-06,5.012448279898e-01,5.012524355796e-01,4.502191241273e-01
7.230000000000e-01,4.772710000000e-01,7.248376508875e-06,4.774161686632e-01,4.774234170397e-01,4.517882314789e-01
7.240000000000e-01,4.758240000000e-01,6.904647265202e-06,4.535930902167e-01,4.535999948639e-01,4.533930602778e-01
7.250000000000e-01,4.743750000000e-01,6.575801453136e-06,4.297771177792e-01,4.297836935807e-01,4.550336281306e-01
7.260000000000e-01,4.729240000000e-01,6.261258974565e-06,4.059697833097e-01,4.059760445687e-01,4.567099475628e-01
7.270000000000e-01,4.714710000000e-01,5.960459669404e-06,3.821726255385e-01,3.821785859982e-01,4.584220259564e-01
7.280000000000e-01,4.700160000000e-01,5.672862730670e-06,3.583871899089e-01,3.583928627717e-01,4.601698654874e-01
7.290000000000e-01,4.685590000000e-01,5.397946133346e-06,3.346150285173e-01,3.346204264634e-01,4.619534630626e-01
7.300000000000e-01,4.671000000000e-01,5.135206076813e-06,3.108577000528e-01,3.108628352589e-01,4.637728102559e-01
7.310000000000e-01,4.656390000000e-01,4.884156440621e-06,2.871167697368e-01,2.871216538932e-01,4.656278932448e-01
7.320000000000e-01,4.641760000000e-01,4.644328253384e-06,2.633938092604e-01,2.633984535886e-01,4.675186927455e-01
7.330000000000e-01,4.627110000000e-01,4.415269174568e-06,2.396903967226e-01,2.396948119918e-01,4.694451839490e-01
7.340000000000e-01,4.612440000000e-01,4.196542988957e-06,2.160081165668e-01,2.160123131098e-01,4.714073364556e-01
7.350000000000e-01,4.597750000000e-01,3.987729113578e-06,1.923485595171e-01,1.923525472462e-01,4.734051142097e-01
7.360000000000e-01,4.583040000000e-01,3.788422116864e-06,1.687133225133e-01,1.687171109354e-01,4.754384754342e-01
7.370000000000e-01,4.568310000000e-01,3.598231249846e-06,1.451040086460e-01,1.451076068773e-01,4.775073725637e-01
7.380000000000e-01,4.553560000000e-01,3.416779989138e-06,1.215222270903e-01,1.215256438703e-01,4.796117521789e-01
7.390000000000e-01,4.538790000000e-01,3.243705591535e-06,9.796959303918e-02,9.797283674477e-02,4.817515549389e-01
7.400000000000e-01,4.524000000000e-01,3.078658659981e-06,7.444772763576e-02,7.445080629442e-02,4.839267155142e-01
7.410000000000e-01,4.509190000000e-01,2.921302720709e-06,5.095825790541e-02,5.096117920813e-02,4.861371625193e-01
7.420000000000e-01,4.494360000000e-01,2.771313811350e-06,2.750281668664e-02,2.750558800046e-02,4.883828184439e-01
7.430000000000e-01,4.479510000000e-01,2.628380079795e-06,4.083042561601e-03,4.085670941681e-03,4.906635995853e-01
7.440000000000e-01,4.464640000000e-01,2.492201393601e-06,-1.929942021431e-02,-1.929692801292e-02,4.929794159788e-01
7.450000000000e-01,4.449750000000e-01,2.362488959755e-06,-4.264292178345e-02,-4.264055929449e-02,4.953301713290e-01
7.460000000000e-01,4.434840000000e-01,2.238964954570e-06,-6.594580675765e-02,-6.594356779270e-02,4.977157629398e-01
7.470000000000e-01,4.419910000000e-01,2.121362163539e-06,-8.920641429066e-02,-8.920429292850e-02,5.001360816445e-01
7.480000000000e-01,4.404960000000e-01,2.009423630925e-06,-1.124230781513e-01,-1.124210687277e-01,5.025910117355e-01
7.490000000000e-01,4.389990000000e-01,1.902902318906e-06,-1.355941267973e-01,-1.355922238949e-01,5.050804308934e-01
7.500000000000e-01,4.375000000000e-01,1.801560776081e-06,-1.587178834497e-01,-1.587160818889e-01,5.076042101155e-01
7.510000000000e-01,4.359990000000e-01,1.705170815131e-06,-1.817926661683e-01,-1.817909609975e-01,5.101622136446e-01
7.520000000000e-01,4.344960000000e-01,1.613513199464e-06,-2.048167879275e-01,-2.048151744143e-01,5.127542988969e-01
7.530000000000e-01,4.329910000000e-01,1.526377338641e-06,-2.277885566927e-01,-2.277870303154e-01,5.153803163895e-01
7.540000000000e-01,4.314840000000e-01,1.443560992407e-06,-2.507062754981e-01,-2.507048319371e-01,5.180401096673e-01
7.550000000000e-01,4.299750000000e-01,1.364869983137e-06,-2.735682425240e-01,-2.735668776540e-01,5.207335152303e-01
7.560000000000e-01,4.284640000000e-01,1.290117916516e-06,-2.963727511760e-01,-2.963714610581e-01,5.234603624599e-01
7.570000000000e-01,4.269510000000e-01,1.219125910282e-06,-3.191180901644e-01,-3.191168710385e-01,5.262204735444e-01
7.580000000000e-01,4.254360000000e-01,1.151722330841e-06,-3.418025435837e-01,-3.418013918613e-01,5.290136634051e-01
7.590000000000e-01,4.239190000000e-01,1.087742537591e-06,-3.644243909938e-01,-3.644233032512e-01,5.318397396211e-01
7.600000000000e-01,4.224000000000e-01,1.027028634778e-06,-3.869819075012e-01,-3.869808804726e-01,5.346985023541e-01
7.610000000000e-01,4.208790000000e-01,9.694292307106e-07,-4.094733638412e-01,-4.094723944120e-01,5.375897442732e-01
7.620000000000e-01,4.193560000000e-01,9.147992041710e-07,-4.318970264604e-01,-4.318961116612e-01,5.405132504780e-01
7.630000000000e-01,4.178310000000e-01,8.629994778529e-07,-4.542511576003e-01,-4.542502946008e-01,5.434687984228e-01
7.640000000000e-01,4.163040000000e-01,8.138967986630e-07,-4.765340153812e-01,-4.765332014844e-01,5.464561578394e-01
7.650000000000e-01,4.147750000000e-01,7.673635247257e-07,-4.987438538871e-01,-4.987430865236e-01,5.494750906597e-01
7.660000000000e-01,4.132440000000e-01,7.232774189326e-07,-5.208789232509e-01,-5.208781999735e-01,5.525253509385e-01
7.670000000000e-01,4.117110000000e-01,6.815214488788e-07,-5.429374697407e-01,-5.429367882192e-01,5.556066847743e-01
7.680000000000e-01,4.101760000000e-01,6.419835930332e-07,-5.649177358461e-01,-5.649170938625e-01,5.587188302320e-01
7.690000000000e-01,4.086390000000e-01,6.045566529903e-07,-5.868179603659e-01,-5.868173558093e-01,5.618615172630e-01
7.700000000000e-01,4.071000000000e-01,5.691380716539e-07,-6.086363784961e-01,-6.086358093580e-01,5.650344676259e-01
7.710000000000e-01,4.055590000000e-01,5.356297572062e-07,-6.303712219180e-01,-6.303706862883e-01,5.682373948072e-01
7.720000000000e-01,4.040160000000e-01,5.039379127170e-07,-6.520207188883e-01,-6.520202149504e-01,5.714700039404e-01
7.730000000000e-01,4.024710000000e-01,4.739728712502e-07,-6.735830943284e-01,-6.735826203556e-01,5.747319917258e-01
7.740000000000e-01,4.009240000000e-01,4.456489363284e-07,-6.950565699151e-01,-6.950561242662e-01,5.780230463488e-01
7.750000000000e-01,3.993750000000e-01,4.188842276178e-07,-7.164393641719e-01,-7.164389452877e-01,5.813428473993e-01
7.760000000000e-01,3.978240000000e-01,3.936005316967e-07,-7.377296925606e-01,-7.377292989601e-01,5.846910657886e-01
7.770000000000e-01,3.962710000000e-01,3.697231577764e-07,-7.589257675741e-01,-7.589253978509e-01,5.880673636679e-01
7.780000000000e-01,3.947160000000e-01,3.471807982426e-07,-7.800257988288e-01,-7.800254516480e-01,5.914713943451e-01
7.790000000000e-01,3.931590000000e-01,3.259053938891e-07,-8.010279931591e-01,-8.010276672537e-01,5.949028022015e-01
7.800000000000e-01,3.916000000000e-01,3.058320037176e-07,-8.219305547109e-01,-8.219302488789e-01,5.983612226083e-01
7.810000000000e-01,3.900390000000e-01,2.868986791812e-07,-8.427316850372e-01,-8.427313981386e-01,6.018462818421e-01
7.820000000000e-01,3.884760000000e-01,2.690463427475e-07,-8.634295831930e-01,-8.634293141467e-01,6.053575970008e-01
7.830000000000e-01,3.869110000000e-01,2.522186706649e-07,-8.840224458318e-01,-8.840221936131e-01,6.088947759182e-01
7.840000000000e-01,3.853440000000e-01,2.363619798132e-07,-9.045084673019e-01,-9.045082309399e-01,6.124574170790e-01
7.850000000000e-01,3.837750000000e-01,2.214251185255e-07,-9.248858397443e-01,-9.248856183191e-01,6.160451095323e-01
7.860000000000e-01,3.822040000000e-01,2.073593612672e-07,-9.451527531899e-01,-9.451525458306e-01,6.196574328057e-01
7.870000000000e-01,3.806310000000e-01,1.941183070641e-07,-9.653073956586e-01,-9.653072015403e-01,6.232939568186e-01
7.880000000000e-01,3.790560000000e-01,1.816577815692e-07,-9.853479532579e-01,-9.853477716001e-01,6.269542417946e-01
7.890000000000e-01,3.774790000000e-01,1.699357426653e-07,-1.005272610283e+00,-1.005272440347e+00,6.306378381743e-01
7.900000000000e-01,3.759000000000e-01,1.589121894977e-07,-1.025079549316e+00,-1.025079390403e+00,6.343442865266e-01
7.910000000000e-01,3.743190000000e-01,1.485490748361e-07,-1.044766951327e+00,-1.044766802778e+00,6.380731174608e-01
7.920000000000e-01,3.727360000000e-01,1.388102206678e-07,-1.064332995779e+00,-1.064332856969e+00,6.418238515371e-01
7.930000000000e-01,3.711510000000e-01,1.296612369233e-07,-1.083775860722e+00,-1.083775731061e+00,6.455959991775e-01
7.940000000000e-01,3.695640000000e-01,1.210694432405e-07,-1.103093722904e+00,-1.103093601835e+00,6.493890605756e-01
7.950000000000e-01,3.679750000000e-01,1.130037936746e-07,-1.122284757868e+00,-1.122284644864e+00,6.532025256064e-01
7.960000000000e-01,3.663840000000e-01,1.054348042626e-07,-1.141347140058e+00,-1.141347034623e+00,6.570358737354e-01
7.970000000000e-01,3.647910000000e-01,9.833448335349e-08,-1.160279042924e+00,-1.160278944589e+00,6.608885739274e-01
7.980000000000e-01,3.631960000000e-01,9.167626461813e-08,-1.179078639023e+00,-1.179078547347e+00,6.647600845548e-01
7.990000000000e-01,3.615990000000e-01,8.543494265361e-08,-1.197744100129e+00,-1.197744014694e+00,6.686498533052e-01
8.000000000000e-01,3.600000000000e-01,7.958661109946e-08,-1.216273597336e+00,-1.216273517749e+00,6.725573170892e-01
8.010000000000e-01,3.583990000000e-01,7.410860318506e-08,-1.234665301164e+00,-1.234665227055e+00,6.764819019467e-01
8.020000000000e-01,3.567960000000e-01,6.897943462944e-08,-1.252917381666e+00,-1.252917312686e+00,6.804230229538e-01
8.030000000000e-01,3.551910000000e-01,6.417874881650e-08,-1.271028008537e+00,-1.271027944358e+00,6.843800841286e-01
8.040000000000e-01,3.535840000000e-01,5.968726417076e-08,-1.288995351220e+00,-1.288995291532e+00,6.883524783367e-01
8.050000000000e-01,3.519750000000e-01,5.548672366037e-08,-1.306817579013e+00,-1.306817523527e+00,6.923395871962e-01
8.060000000000e-01,3.503640000000e-01,5.155984635613e-08,-1.324492861184e+00,-1.324492809624e+00,6.963407809822e-01
8.070000000000e-01,3.487510000000e-01,4.789028097707e-08,-1.342019367070e+00,-1.342019319180e+00,7.003554185313e-01
8.080000000000e-01,3.471360000000e-01,4.446256135482e-08,-1.359395266198e+00,-1.359395221735e+00,7.043828471448e-01
8.090000000000e-01,3.455190000000e-01,4.126206375079e-08,-1.376618728387e+00,-1.376618687125e+00,7.084224024918e-01
8.100000000000e-01,3.439000000000e-01,3.827496596206e-08,-1.393687923862e+00,-1.393687885587e+00,7.124734085125e-01
8.110000000000e-01,3.422790000000e-01,3.548820815331e-08,-1.410601023367e+00,-1.410600987879e+00,7.165351773196e-01
8.120000000000e-01,3.406560000000e-01,3.288945535410e-08,-1.427356198272e+00,-1.427356165383e+00,7.206070091006e-01
8.130000000000e-01,3.390310000000e-01,3.046706156223e-08,-1.443951620690e+00,-1.443951590223e+00,7.246881920189e-01
8.140000000000e-01,3.374040000000e-01,2.821003539558e-08,-1.460385463586e+00,-1.460385435376e+00,7.287780021146e-01
8.150000000000e-01,3.357750000000e-01,2.610800723665e-08,-1.476655900894e+00,-1.476655874786e+00,7.328757032047e-01
8.160000000000e-01,3.341440000000e-01,2.415119781520e-08,-1.492761107625e+00,-1.492761083474e+00,7.369805467832e-01
8.170000000000e-01,3.325110000000e-01,2.233038817620e-08,-1.508699259988e+00,-1.508699237657e+00,7.410917719199e-01
8.180000000000e-01,3.308760000000e-01,2.063689098190e-08,-1.524468535497e+00,-1.524468514860e+00,7.452086051598e-01
8.190000000000e-01,3.292390000000e-01,1.906252309792e-08,-1.540067113092e+00,-1.540067094030e+00,7.493302604214e-01
8.200000000000e-01,3.276000000000e-01,1.759957941520e-08,-1.555493173252e+00,-1.555493155653e+00,7.534559388941e-01
8.210000000000e-01,3.259590000000e-01,1.624080786068e-08,-1.570744898110e+00,-1.570744881869e+00,7.575848289365e-01
8.220000000000e-01,3.243160000000e-01,1.497938555129e-08,-1.585820471569e+00,-1.585820456590e+00,7.617161059721e-01
8.230000000000e-01,3.226710000000e-01,1.380889604699e-08,-1.600718079421e+00,-1.600718065612e+00,7.658489323870e-01
8.240000000000e-01,3.210240000000e-01,1.272330766006e-08,-1.615435909461e+00,-1.615435896738e+00,7.699824574249e-01
8.250000000000e-01,3.193750000000e-01,1.171695277911e-08,-1.629972151608e+00,-1.629972139891e+00,7.741158170829e-01
8.260000000000e-01,3.177240000000e-01,1.078450816763e-08,-1.644324998019e+00,-1.644324987234e+00,7.782481340065e-01
8.270000000000e-01,3.160710000000e-01,9.920976198189e-09,-1.658492643208e+00,-1.658492633287e+00,7.823785173838e-01
8.280000000000e-01,3.144160000000e-01,9.121666984384e-09,-1.672473284167e+00,-1.672473275046e+00,7.865060628398e-01
8.290000000000e-01,3.127590000000e-01,8.382181374290e-09,-1.686265120484e+00,-1.686265112102e+00,7.906298523295e-01
8.300000000000e-01,3.111000000000e-01,7.698394769937e-09,-1.699866354460e+00,-1.699866346762e+00,7.947489540312e-01
8.310000000000e-01,3.094390000000e-01,7.066441738738e-09,-1.713275191231e+00,-1.713275184165e+00,7.988624222384e-01
8.320000000000e-01,3.077760000000e-01,6.482701383836e-09,-1.726489838888e+00,-1.726489832405e+00,8.029692972527e-01
8.330000000000e-01,3.061110000000e-01,5.943783441473e-09,-1.739508508597e+00,-1.739508502653e+00,8.070686052741e-01
8.340000000000e-01,3.044440000000e-01,5.446515074544e-09,-1.752329414718e+00,-1.752329409272e+00,8.111593582930e-01
8.350000000000e-01,3.027750000000e-01,4.987928332573e-09,-1.764950774931e+00,-1.764950769944e+00,8.152405539798e-01
8.360000000000e-01,3.011040000000e-01,4.565248249374e-09,-1.777370810353e+00,-1.777370805788e+00,8.193111755754e-01
8.370000000000e-01,2.994310000000e-01,4.175881550642e-09,-1.789587745660e+00,-1.789587741484e+00,8.233701917803e-01
8.380000000000e-01,2.977560000000e-01,3.817405944737e-09,-1.801599809212e+00,-1.801599805394e+00,8.274165566439e-01
8.390000000000e-01,2.960790000000e-01,3.487559970837e-09,-1.813405233173e+00,-1.813405229686e+00,8.314492094522e-01
8.400000000000e-01,2.944000000000e-01,3.184233379596e-09,-1.825002253637e+00,-1.825002250453e+00,8.354670746164e-01
8.410000000000e-01,2.927190000000e-01,2.905458022331e-09,-1.836389110745e+00,-1.836389107840e+00,8.394690615600e-01
8.420000000000e-01,2.910360000000e-01,2.649399225648e-09,-1.847564048816e+00,-1.847564046166e+00,8.434540646057e-01
8.430000000000e-01,2.893510000000e-01,2.414347629278e-09,-1.858525316464e+00,-1.858525314050e+00,8.474209628615e-01
8.440000000000e-01,2.876640000000e-01,2.198711465717e-09,-1.869271166728e+00,-1.869271164529e+00,8.513686201069e-01
8.450000000000e-01,2.859750000000e-01,2.001009261086e-09,-1.879799857191e+00,-1.879799855190e+00,8.552958846780e-01
8.460000000000e-01,2.842840000000e-01,1.819862937416e-09,-1.890109650109e+00,-1.890109648290e+00,8.592015893522e-01
8.470000000000e-01,2.825910000000e-01,1.653991297309e-09,-1.900198812533e+00,-1.900198810879e+00,8.630845512329e-01
8.480000000000e-01,2.808960000000e-01,1.502203872699e-09,-1.910065616436e+00,-1.910065614934e+00,8.669435716326e-01
8.490000000000e-01,2.791990000000e-01,1.363395120133e-09,-1.919708338835e+00,-1.919708337472e+00,8.707774359566e-01
8.500000000000e-01,2.775000000000e-01,1.236538945710e-09,-1.929125261923e+00,-1.929125260687e+00,8.745849135855e-01
8.510000000000e-01,2.757990000000e-01,1.120683543477e-09,-1.938314673190e+00,-1.938314672069e+00,8.783647577573e-01
8.520000000000e-01,2.740960000000e-01,1.014946531765e-09,-1.947274865550e+00,-1.947274864535e+00,8.821157054493e-01
8.530000000000e-01,2.723910000000e-01,9.185103725601e-10,-1.956004137467e+00,-1.956004136549e+00,8.858364772589e-01
8.540000000000e-01,2.706840000000e-01,8.306180596412e-10,-1.964500793086e+00,-1.964500792256e+00,8.895257772842e-01
8.550000000000e-01,2.689750000000e-01,7.505690618011e-10,-1.972763142355e+00,-1.972763141604e+00,8.931822930044e-01
8.560000000000e-01,2.672640000000e-01,6.777155080627e-10,-1.980789501153e+00,-1.980789500476e+00,8.968046951587e-01
8.570000000000e-01,2.655510000000e-01,6.114586023467e-10,-1.988578191421e+00,-1.988578190810e+00,9.003916376259e-01
8.580000000000e-01,2.638360000000e-01,5.512452555990e-10,-1.996127541284e+00,-1.996127540733e+00,9.039417573022e-01
8.590000000000e-01,2.621190000000e-01,4.965649239077e-10,-2.003435885185e+00,-2.003435884688e+00,9.074536739797e-01
8.600000000000e-01,2.604000000000e-01,4.469466416442e-10,-2.010501564007e+00,-2.010501563560e+00,9.109259902233e-01
8.610000000000e-01,2.586790000000e-01,4.019562391538e-10,-2.017322925207e+00,-2.017322924805e+00,9.143572912476e-01
8.620000000000e-01,2.569560000000e-01,3.611937349915e-10,-2.023898322940e+00,-2.023898322579e+00,9.177461447935e-01
8.630000000000e-01,2.552310000000e-01,3.242908931555e-10,-2.030226118190e+00,-2.030226117866e+00,9.210911010034e-01
8.640000000000e-01,2.535040000000e-01,2.909089362084e-10,-2.036304678898e+00,-2.036304678608e+00,9.243906922967e-01
8.650000000000e-01,2.517750000000e-01,2.607364056006e-10,-2.042132380093e+00,-2.042132379833e+00,9.276434332443e-01
8.660000000000e-01,2.500440000000e-01,2.334871609171e-10,-2.047707604017e+00,-2.047707603784e+00,9.308478204428e-01
8.670000000000e-01,2.483110000000e-01,2.088985101625e-10,-2.053028740259e+00,-2.053028740050e+00,9.340023323880e-01
8.680000000000e-01,2.465760000000e-01,1.867294635762e-10,-2.058094185881e+00,-2.058094185695e+00,9.371054293476e-01
8.690000000000e-01,2.448390000000e-01,1.667591038333e-10,-2.062902345551e+00,-2.062902345384e+00,9.401555532342e-01
8.700000000000e-01,2.431000000000e-01,1.487850658376e-10,-2.067451631668e+00,-2.067451631519e+00,9.431511274766e-01
8.710000000000e-01,2.413590000000e-01,1.326221196468e-10,-2.071740464499e+00,-2.071740464366e+00,9.460905568914e-01
8.720000000000e-01,2.396160000000e-01,1.181008503953e-10,-2.075767272303e+00,-2.075767272185e+00,9.489722275537e-01
8.730000000000e-01,2.378710000000e-01,1.050664293873e-10,-2.079530491464e+00,-2.079530491359e+00,9.517945066673e-01
8.740000000000e-01,2.361240000000e-01,9.337747083274e-11,-2.083028566620e+00,-2.083028566527e+00,9.545557424343e-01
8.750000000000e-01,2.343750000000e-01,8.290496898158e-11,-2.086259950798e+00,-2.086259950715e+00,9.572542639243e-01
8.760000000000e-01,2.326240000000e-01,7.353131068624e-11,-2.089223105538e+00,-2.089223105465e+00,9.598883809429e-01
8.770000000000e-01,2.308710000000e-01,6.514935868429e-11,-2.091916501028e+00,-2.091916500963e+00,9.624563838993e-01
8.780000000000e-01,2.291160000000e-01,5.766160114318e-11,-2.094338616235e+00,-2.094338616178e+00,9.649565436742e-01
8.790000000000e-01,2.273590000000e-01,5.097936324927e-11,-2.096487939035e+00,-2.096487938984e+00,9.673871114865e-01
8.800000000000e-01,2.256000000000e-01,4.502207685284e-11,-2.098362966342e+00,-2.098362966297e+00,9.697463187592e-01
8.810000000000e-01,2.238390000000e-01,3.971660439990e-11,-2.099962204246e+00,-2.099962204206e+00,9.720323769853e-01
8.820000000000e-01,2.220760000000e-01,3.499661359137e-11,-2.101284168136e+00,-2.101284168101e+00,9.742434775933e-01
8.830000000000e-01,2.203110000000e-01,3.080199940991e-11,-2.102327382836e+00,-2.102327382805e+00,9.763777918110e-01
8.840000000000e-01,2.185440000000e-01,2.707835034582e-11,-2.103090382739e+00,-2.103090382712e+00,9.784334705299e-01
8.850000000000e-01,2.167750000000e-01,2.377645583524e-11,-2.103571711931e+00,-2.103571711907e+00,9.804086441687e-01
8.860000000000e-01,2.150040000000e-01,2.085185209730e-11,-2.103769924330e+00,-2.103769924310e+00,9.823014225358e-01
8.870000000000e-01,2.132310000000e-01,1.826440372227e-11,-2.103683583816e+00,-2.103683583798e+00,9.841098946917e-01
8.880000000000e-01,2.114560000000e-01,1.597791851958e-11,-2.103311264358e+00,-2.103311264342e+00,9.858321288106e-01
8.890000000000e-01,2.096790000000e-01,1.395979328447e-11,-2.102651550153e+00,-2.102651550139e+00,9.874661720415e-01
8.900000000000e-01,2.079000000000e-01,1.218068828392e-11,-2.101703035754e+00,-2.101703035742e+00,9.890100503688e-01
8.910000000000e-01,2.061190000000e-01,1.061422839765e-11,-2.100464326202e+00,-2.100464326191e+00,9.904617684719e-01
8.920000000000e-01,2.043360000000e-01,9.236728978077e-12,-2.098934037158e+00,-2.098934037149e+00,9.918193095847e-01
8.930000000000e-01,2.025510000000e-01,8.026944614617e-12,-2.097110795038e+00,-2.097110795030e+00,9.930806353546e-01
8.940000000000e-01,2.007640000000e-01,6.965839103181e-12,-2.094993237142e+00,-2.094993237135e+00,9.942436857002e-01
8.950000000000e-01,1.989750000000e-01,6.036375030620e-12,-2.092580011787e+00,-2.092580011781e+00,9.953063786691e-01
8.960000000000e-01,1.971840000000e-01,5.223321487358e-12,-2.089869778439e+00,-2.089869778434e+00,9.962666102946e-01
8.970000000000e-01,1.953910000000e-01,4.513078519164e-12,-2.086861207848e+00,-2.086861207843e+00,9.971222544526e-01
8.980000000000e-01,1.935960000000e-01,3.893517021374e-12,-2.083552982174e+00,-2.083552982171e+00,9.978711627168e-01
8.990000000000e-01,1.917990000000e-01,3.353832866147e-12,-2.079943795129e+00,-2.079943795125e+00,9.985111642142e-01
9.000000000000e-01,1.900000000000e-01,2.884414135676e-12,-2.076032352097e+00,-2.076032352094e+00,9.990400654798e-01
9.010000000000e-01,1.881990000000e-01,2.476720411924e-12,-2.071817370280e+00,-2.071817370277e+00,9.994556503102e-01
9.020000000000e-01,1.863960000000e-01,2.123173146613e-12,-2.067297578817e+00,-2.067297578815e+00,9.997556796171e-01
9.030000000000e-01,1.845910000000e-01,1.817056204093e-12,-2.062471718928e+00,-2.062471718926e+00,9.999378912804e-01
9.040000000000e-01,1.827840000000e-01,1.552425734494e-12,-2.057338544038e+00,-2.057338544036e+00,1.000000000000e+00
9.050000000000e-01,1.809750000000e-01,1.324028595487e-12,-2.051896819914e+00,-2.051896819913e+00,9.999396971476e-01
9.060000000000e-01,1.791640000000e-01,1.127228598153e-12,-2.046145324796e+00,-2.046145324795e+00,9.997546506176e-01
9.070000000000e-01,1.773510000000e-01,9.579399061332e-13,-2.040082849529e+00,-2.040082849528e+00,9.994425046774e-01
9.080000000000e-01,1.755360000000e-01,8.125669675429e-13,-2.033708197696e+00,-2.033708197695e+00,9.990008798172e-01
9.090000000000e-01,1.737190000000e-01,6.879504062277e-13,-2.027020185751e+00,-2.027020185750e+00,9.984273725993e-01
9.100000000000e-01,1.719000000000e-01,5.813183430423e-13,-2.020017643149e+00,-2.020017643148e+00,9.977195555063e-01
9.110000000000e-01,1.700790000000e-01,4.902426590340e-13,-2.012699412481e+00,-2.012699412481e+00,9.968749767893e-01
9.120000000000e-01,1.682560000000e-01,4.125997509044e-13,-2.005064349607e+00,-2.005064349606e+00,9.958911603151e-01
9.130000000000e-01,1.664310000000e-01,3.465353650297e-13,-1.997111323783e+00,-1.997111323783e+00,9.947656054130e-01
9.140000000000e-01,1.646040000000e-01,2.904331297907e-13,-1.988839217801e+00,-1.988839217801e+00,9.934957867207e-01
9.150000000000e-01,1.627750000000e-01,2.428864371233e-13,-1.980246928115e+00,-1.980246928115e+00,9.920791540297e-01
9.160000000000e-01,1.609440000000e-01,2.026733531901e-13,-1.971333364975e+00,-1.971333364975e+00,9.905131321304e-01
9.170000000000e-01,1.591110000000e-01,1.687342649996e-13,-1.962097452563e+00,-1.962097452563e+00,9.887951206561e-01
9.180000000000e-01,1.572760000000e-01,1.401519947963e-13,-1.952538129120e+00,-1.952538129120e+00,9.869224939267e-01
9.190000000000e-01,1.554390000000e-01,1.161341372174e-13,-1.942654347079e+00,-1.942654347079e+00,9.848926007916e-01
9.200000000000e-01,1.536000000000e-01,9.599739566532e-14,-1.932445073203e+00,-1.932445073203e+00,9.827027644720e-01
